State Name,City Name,Year,Month,datetime,latitude,longitude,Road Type,Road Condition,Lighting Conditions,Weather Conditions,Traffic Control Presence,Driver Age,Driver Gender,driver_experience,Driver License Status,driver_speed_habit(km/h),Alcohol Involvement,Vehicle Type Involved,vehicle_condition,Accident Severity
Madhya Pradesh,Ujjain,2023,December,10-06-2023 08:49,23.80526583,75.57155839,Village Road,Dry,Dusk,Rainy,Police Checkpost,34,Female,12 yr,Valid,146,Yes,Pedestrian,poor,Serious
Haryana,New Port-49,2022,November,06-03-2022 22:35,29.3354288,76.84432252,State Highway,Wet,Dawn,Stormy,Signs,43,Male,10 yr,Valid,71,Yes,Pedestrian,medium,Serious
Andhra Pradesh,Hyderabad,2019,July,20-03-2019 10:30,14.73644638,78.40081854,State Highway,Wet,Dark,Clear,Police Checkpost,48,Female,5 months,Valid,60,Yes,Two-Wheeler,medium,Serious
Arunachal Pradesh,Central Town-27,2021,September,11-04-2021 10:12,34.8364914,76.14216747,Urban Road,Dry,Dawn,Hazy,Police Checkpost,47,Female,7 yr,No license,68,Yes,Auto-Rickshaw,medium,Minor
Maharashtra,Thane-9,2022,June,18-06-2022 04:07,23.00291921,79.00835893,Urban Road,Under Construction,Dusk,Hazy,Signs,29,Female,12 yr,Valid,127,No,Car,bad,Serious
Uttarakhand,New District-16,2022,December,10-01-2022 15:54,16.94726301,94.78549968,State Highway,Dry,Dark,Foggy,Police Checkpost,50,Female,6 months,Valid,105,No,Cycle,bad,Serious
Haryana,Faridabad-2,2022,February,03-02-2022 14:54,23.04249327,79.01334806,Village Road,Damaged,Dark,Clear,Signals,25,Male,11 yr,Valid,122,Yes,Cycle,bad,Minor
Chandigarh,Central Port-17,2022,March,06-02-2022 15:05,11.09023112,92.6471545,Urban Road,Wet,Dusk,Foggy,Police Checkpost,68,Male,13 yr,Expired,71,No,Cycle,average,Minor
Meghalaya,North Town-5,2021,January,24-02-2021 01:35,22.32840122,86.96372905,Urban Road,Wet,Dark,Hazy,Police Checkpost,76,Female,10 yr,Valid,61,Yes,Car,poor,Fatal
Himachal Pradesh,South City-35,2018,September,20-05-2018 09:02,11.38178531,74.11014542,Urban Road,Dry,Dusk,Foggy,Police Checkpost,45,Male,25 yr,Valid,21,Yes,Cycle,average,Fatal
Odisha,Central Port-26,2021,September,18-10-2021 06:49,25.74242229,88.2527258,State Highway,Damaged,Daylight,Clear,Signs,71,Male,28 yr,Valid,48,No,Two-Wheeler,good,Fatal
Bihar,Gaya,2023,March,26-03-2023 03:27,22.98613061,79.0435154,Village Road,Dry,Dusk,Hazy,Signals,63,Female,3 months,Expired,139,No,Bus,poor,Minor
Karnataka,Hubli,2020,June,07-03-2020 07:33,18.42681168,75.28957744,State Highway,Wet,Daylight,Hazy,Police Checkpost,28,Male,11 months,Valid,140,No,Truck,medium,Minor
Goa,Panaji-89,2022,April,09-04-2022 09:45,23.04295768,79.03837663,National Highway,Under Construction,Dawn,Rainy,Signals,31,Female,11 yr,Valid,122,Yes,Two-Wheeler,average,Serious
Punjab,Ludhiana,2020,March,07-10-2020 21:21,32.08875895,76.08077228,Urban Road,Dry,Dark,Clear,Signals,60,Male,2 months,Valid,110,Yes,Car,medium,Fatal
Jharkhand,South Town-13,2018,September,13-10-2018 12:02,20.51941352,74.2591676,Village Road,Wet,Dusk,Rainy,Signs,47,Male,29 yr,Valid,122,No,Truck,average,Serious
Jammu and Kashmir,Central District-32,2022,June,11-03-2022 15:27,24.17890347,86.46623556,State Highway,Wet,Daylight,Clear,Police Checkpost,54,Male,15 yr,Expired,90,Yes,Cycle,bad,Fatal
Bihar,East Town-11,2019,May,29-09-2019 01:56,30.05602655,68.14191166,Urban Road,Dry,Daylight,Stormy,Police Checkpost,75,Male,23 yr,Expired,122,No,Cycle,good,Fatal
Karnataka,Hubli,2022,September,08-07-2022 14:31,13.9640135,75.54050458,National Highway,Dry,Dawn,Clear,Signals,30,Male,7 months,Expired,11,Yes,Two-Wheeler,average,Minor
Maharashtra,Solapur,2018,March,05-06-2018 11:36,18.68754072,77.09559839,National Highway,Dry,Dawn,Rainy,Signals,47,Female,28 yr,No license,139,Yes,Bus,medium,Serious
Himachal Pradesh,New District-22,2021,July,27-12-2021 16:07,33.0880956,80.65754409,State Highway,Dry,Dawn,Hazy,Signals,55,Female,7 months,Expired,63,Yes,Pedestrian,bad,Minor
Manipur,Imphal-26,2018,October,13-10-2018 22:50,23.03933395,78.97798412,State Highway,Dry,Dusk,Clear,Signs,23,Male,14 yr,Expired,96,Yes,Auto-Rickshaw,bad,Minor
Himachal Pradesh,Manali-7,2023,December,06-12-2023 02:42,31.12749283,77.1337402,National Highway,Under Construction,Daylight,Clear,Signs,24,Female,7 yr,Expired,138,Yes,Auto-Rickshaw,average,Fatal
Rajasthan,West Town-44,2021,May,01-12-2021 11:56,28.822583,68.84900253,Urban Road,Damaged,Dusk,Rainy,Signs,47,Male,1 yr,Valid,135,Yes,Bus,average,Minor
Karnataka,Hassan,2021,May,14-07-2021 12:46,17.66808507,76.46943751,Urban Road,Under Construction,Dark,Clear,Signs,50,Female,9 months,Valid,139,Yes,Two-Wheeler,medium,Minor
Delhi,Dwarka-27,2022,June,04-06-2022 05:00,23.01773921,79.02536095,National Highway,Wet,Dark,Clear,Signals,32,Female,4 yr,No license,62,No,Auto-Rickshaw,good,Serious
Manipur,Imphal-50,2021,April,02-04-2021 05:32,22.9763086,78.97208352,Urban Road,Dry,Daylight,Rainy,Signals,35,Female,7 months,Expired,77,No,Car,bad,Minor
Tamil Nadu,Vellore,2021,July,07-10-2021 11:47,9.78179404,78.93669392,Village Road,Dry,Dawn,Hazy,Police Checkpost,80,Male,1 months,Valid,132,No,Truck,average,Minor
Jharkhand,Ranchi-27,2019,March,28-03-2019 17:16,23.02903479,79.03050486,Village Road,Under Construction,Daylight,Stormy,Signs,36,Female,13 yr,Expired,47,No,Pedestrian,good,Fatal
Tamil Nadu,Central Port-14,2018,March,12-12-2018 07:30,11.82074191,79.29673815,Village Road,Dry,Dusk,Rainy,Signals,46,Male,2 yr,Valid,33,No,Bus,good,Minor
Mizoram,West Port-9,2023,September,27-07-2023 03:05,21.10918428,90.90988828,Village Road,Dry,Dawn,Stormy,Police Checkpost,72,Female,12 yr,Valid,78,Yes,Pedestrian,medium,Minor
Himachal Pradesh,South City-43,2020,April,23-03-2020 10:44,32.86049991,87.91272838,National Highway,Wet,Dark,Stormy,Signs,75,Male,7 months,Expired,125,Yes,Cycle,medium,Minor
Rajasthan,Alwar,2018,April,25-09-2018 16:56,30.46277417,74.21134352,National Highway,Dry,Dusk,Stormy,Signs,72,Male,17 yr,Valid,107,Yes,Bus,medium,Minor
Maharashtra,New Town-19,2020,November,22-01-2020 15:54,18.68193189,79.34065259,Village Road,Under Construction,Daylight,Stormy,Police Checkpost,57,Female,8 months,Valid,148,Yes,Pedestrian,medium,Fatal
Haryana,Panipat,2022,July,21-08-2022 02:34,28.59246522,76.40615556,Village Road,Wet,Dark,Clear,Signs,27,Male,26 yr,Valid,106,Yes,Cycle,poor,Minor
Sikkim,Namchi-27,2022,May,19-05-2022 16:19,27.56563162,88.46682565,State Highway,Damaged,Dusk,Hazy,Signs,39,Female,3 yr,Expired,133,Yes,Two-Wheeler,average,Fatal
Tamil Nadu,New District-14,2023,June,10-05-2023 23:14,12.52266513,79.24410567,State Highway,Wet,Daylight,Stormy,Signals,71,Female,8 months,Valid,79,No,Truck,poor,Minor
Haryana,Gurugram-11,2022,June,16-06-2022 19:09,22.99812615,79.02853337,Urban Road,Damaged,Dusk,Hazy,Signs,20,Male,1 yr,No license,102,Yes,Pedestrian,average,Minor
Haryana,South Port-18,2021,May,11-09-2021 05:59,27.62656832,77.1303656,State Highway,Wet,Dusk,Foggy,Police Checkpost,49,Male,4 months,Expired,12,No,Two-Wheeler,bad,Fatal
Rajasthan,Ajmer,2020,October,05-04-2020 09:39,29.28506474,72.8815501,State Highway,Dry,Daylight,Foggy,Signals,73,Male,18 yr,Valid,99,Yes,Bus,bad,Minor
Telangana,Hyderabad,2023,January,16-10-2023 22:43,18.25958719,80.47726847,Urban Road,Dry,Daylight,Rainy,Signals,44,Female,9 yr,Valid,105,No,Cycle,average,Minor
Rajasthan,South Town-35,2021,July,13-12-2021 03:03,30.26650485,72.18993631,Urban Road,Wet,Dark,Stormy,Signals,52,Male,2 months,Valid,61,No,Bus,medium,Serious
Maharashtra,Thane-4,2021,December,13-12-2021 07:21,22.96982865,79.01483735,National Highway,Wet,Dusk,Rainy,Signs,39,Female,4 months,Expired,137,Yes,Truck,medium,Fatal
Telangana,Khammam,2018,March,16-10-2018 10:32,15.72695465,79.09274929,Village Road,Wet,Dusk,Clear,Police Checkpost,64,Female,23 yr,No license,48,Yes,Car,bad,Minor
Arunachal Pradesh,West Port-6,2018,April,27-01-2018 07:47,31.76674029,73.44598362,Urban Road,Wet,Dark,Hazy,Signs,22,Male,9 months,Valid,91,No,Bus,good,Fatal
Karnataka,Hubli,2021,September,19-12-2021 16:06,12.48901216,77.81553908,State Highway,Dry,Daylight,Hazy,Signs,23,Female,2 months,Valid,113,No,Bus,average,Fatal
Punjab,North Town-33,2021,February,20-06-2021 01:30,32.38517189,75.3983632,National Highway,Under Construction,Dark,Stormy,Signals,69,Male,6 yr,Valid,138,Yes,Bus,medium,Serious
Telangana,Warangal,2018,February,20-12-2018 07:17,18.62067045,80.8712249,Urban Road,Dry,Dark,Rainy,Signs,64,Male,10 months,Valid,20,Yes,Bus,average,Fatal
Andhra Pradesh,Kakinada,2021,July,30-03-2021 05:24,17.81776008,84.15330955,State Highway,Damaged,Dark,Clear,Signs,50,Male,4 yr,Valid,51,Yes,Cycle,bad,Minor
Madhya Pradesh,Indore,2021,July,03-01-2021 20:11,20.38920028,79.58333352,State Highway,Dry,Dusk,Clear,Signals,36,Female,12 yr,Valid,108,Yes,Two-Wheeler,average,Minor
Karnataka,Mysore,2022,January,21-04-2022 23:05,13.52490064,77.61569016,National Highway,Dry,Dark,Hazy,Signals,67,Male,20 yr,Valid,16,Yes,Two-Wheeler,medium,Serious
Himachal Pradesh,New Town-46,2021,October,04-03-2021 13:42,21.52697483,89.6901149,Urban Road,Under Construction,Dawn,Hazy,Police Checkpost,19,Male,11 yr,No license,99,No,Two-Wheeler,poor,Minor
Karnataka,Hassan,2020,December,13-02-2020 10:20,17.0850353,74.91435706,State Highway,Wet,Dusk,Rainy,Police Checkpost,50,Female,17 yr,Valid,121,No,Truck,average,Minor
Gujarat,Vadodara,2018,November,23-03-2018 00:27,22.14647713,72.12748257,State Highway,Wet,Dusk,Stormy,Signs,31,Male,5 months,Valid,69,Yes,Auto-Rickshaw,medium,Fatal
Gujarat,New Town-39,2023,February,23-08-2023 14:51,20.47316512,68.99317754,Urban Road,Dry,Dawn,Hazy,Signals,53,Male,4 months,Valid,122,No,Two-Wheeler,medium,Minor
Haryana,Karnal,2022,September,03-03-2022 18:59,27.48580009,76.64953718,Village Road,Dry,Dusk,Stormy,Police Checkpost,65,Male,17 yr,Valid,11,Yes,Two-Wheeler,bad,Serious
Karnataka,Bangalore,2021,May,21-09-2021 17:17,11.88765131,76.94601875,Village Road,Dry,Daylight,Hazy,Signals,39,Male,4 months,Valid,138,Yes,Two-Wheeler,poor,Minor
Madhya Pradesh,Bhopal,2019,March,28-12-2019 19:47,22.194906,75.88997866,Urban Road,Wet,Dark,Foggy,Signals,46,Female,25 yr,Valid,57,No,Truck,medium,Fatal
Karnataka,Hubli,2021,June,12-04-2021 03:32,18.35992128,77.48881752,Urban Road,Wet,Dark,Clear,Police Checkpost,44,Male,1 months,Valid,149,No,Truck,poor,Serious
Bihar,Muzaffarpur-6,2021,February,27-02-2021 15:04,22.96856849,78.99790461,National Highway,Damaged,Dusk,Stormy,Signs,60,Male,4 months,Expired,46,Yes,Car,average,Serious
Punjab,Jalandhar,2021,November,15-09-2021 17:16,30.14201678,75.69495677,National Highway,Under Construction,Daylight,Foggy,Signs,66,Female,3 months,Valid,18,Yes,Two-Wheeler,average,Minor
Tamil Nadu,Kanyakumari,2020,June,23-09-2020 00:33,13.25270281,78.68499414,Urban Road,Under Construction,Daylight,Rainy,Signals,72,Female,9 months,Valid,108,Yes,Cycle,good,Serious
Sikkim,Gyalshing-8,2021,November,27-11-2021 11:33,27.50722124,88.47036046,Urban Road,Dry,Daylight,Rainy,Signs,51,Female,7 months,Valid,57,No,Pedestrian,poor,Serious
Telangana,Khammam,2018,February,17-09-2018 06:31,15.96916376,79.63148867,Urban Road,Wet,Dawn,Rainy,Police Checkpost,31,Male,10 months,Valid,140,Yes,Car,average,Minor
Chandigarh,North City-28,2023,November,18-03-2023 19:13,36.57653717,77.93815035,Village Road,Dry,Dawn,Clear,Signals,49,Female,8 months,Expired,63,Yes,Truck,good,Minor
Telangana,Karimnagar,2018,November,13-06-2018 00:57,16.88447262,78.48066898,Urban Road,Dry,Dusk,Rainy,Signals,36,Male,6 yr,Valid,129,Yes,Auto-Rickshaw,bad,Minor
Uttarakhand,Dehradun-25,2022,January,24-01-2022 08:18,23.04750297,78.9648003,Urban Road,Dry,Dark,Rainy,Signals,22,Female,1 yr,Expired,125,Yes,Truck,good,Serious
Maharashtra,Pune,2019,April,28-06-2019 13:38,21.43015413,80.30882982,Village Road,Wet,Dark,Stormy,Police Checkpost,75,Male,20 yr,Valid,84,Yes,Bus,average,Serious
Chhattisgarh,New Town-2,2020,October,24-02-2020 15:59,22.16489547,96.4272416,State Highway,Under Construction,Dawn,Stormy,Signs,52,Female,10 yr,Valid,122,No,Bus,good,Minor
Haryana,Hisar,2018,January,01-01-2019 08:09,29.85312195,76.35269897,Urban Road,Dry,Dawn,Foggy,Signs,66,Female,1 months,Valid,113,Yes,Cycle,poor,Serious
Gujarat,Rajkot,2022,October,08-09-2022 02:04,21.60926953,70.13753579,National Highway,Wet,Daylight,Foggy,Police Checkpost,51,Male,16 yr,Valid,93,Yes,Two-Wheeler,medium,Minor
Arunachal Pradesh,Central City-38,2021,November,15-02-2021 17:31,13.39552541,88.79911339,Urban Road,Wet,Dawn,Rainy,Signs,40,Male,9 months,Valid,121,Yes,Two-Wheeler,bad,Serious
Delhi,Dwarka-11,2023,September,05-09-2023 14:20,22.95782597,78.99103882,Urban Road,Dry,Dawn,Rainy,Signals,65,Female,7 months,Expired,108,No,Truck,good,Serious
Madhya Pradesh,West Town-49,2020,February,01-12-2020 11:17,22.42839645,80.6659422,Village Road,Wet,Dark,Clear,Police Checkpost,24,Male,25 yr,Valid,102,No,Truck,good,Fatal
Tamil Nadu,Tiruchirappalli,2023,March,08-04-2023 02:07,12.79651684,78.34934077,Urban Road,Dry,Daylight,Clear,Police Checkpost,60,Female,4 months,Valid,137,No,Two-Wheeler,medium,Serious
Himachal Pradesh,South City-17,2023,January,17-11-2023 20:00,28.01960554,94.1630176,National Highway,Under Construction,Dawn,Clear,Signals,51,Male,30 yr,Valid,119,Yes,Truck,good,Minor
Assam,Dibrugarh-20,2023,January,16-01-2023 23:45,23.02119098,78.99864344,National Highway,Dry,Dawn,Clear,Signs,32,Male,12 yr,Expired,91,Yes,Cycle,medium,Minor
Madhya Pradesh,Ratlam,2020,July,06-08-2020 19:08,26.33825022,75.94113509,National Highway,Wet,Daylight,Hazy,Signs,40,Female,1 months,Valid,63,Yes,Truck,bad,Serious
Telangana,Central City-27,2019,August,26-05-2019 14:02,16.88477629,78.77220867,National Highway,Dry,Daylight,Foggy,Signs,58,Female,2 months,Expired,77,No,Truck,good,Serious
Telangana,Khammam,2022,August,20-10-2022 02:36,17.59495639,80.16526397,National Highway,Dry,Dark,Clear,Signals,75,Female,8 months,Valid,42,No,Cycle,good,Fatal
Gujarat,Junagadh,2020,June,17-02-2020 17:06,22.66610415,68.97930663,Urban Road,Dry,Dark,Hazy,Police Checkpost,24,Female,22 yr,Valid,30,Yes,Cycle,average,Minor
Andhra Pradesh,Vijayawada-18,2020,October,21-10-2020 11:32,23.02832922,78.95181343,Village Road,Wet,Dusk,Stormy,Signs,29,Male,13 yr,Valid,57,Yes,Car,good,Minor
Tripura,East District-14,2019,October,10-05-2019 09:32,34.95421686,80.08049916,National Highway,Wet,Dusk,Rainy,Police Checkpost,67,Female,10 months,Valid,137,No,Cycle,poor,Minor
Puducherry,East City-3,2020,March,19-06-2020 19:37,9.31049341,76.26765297,National Highway,Wet,Dusk,Clear,Signs,23,Male,29 yr,Valid,145,Yes,Two-Wheeler,good,Serious
Haryana,Faridabad,2019,April,05-09-2019 05:48,28.36119271,76.69816504,National Highway,Wet,Dawn,Foggy,Police Checkpost,26,Female,6 months,No license,144,No,Two-Wheeler,poor,Minor
Rajasthan,Udaipur,2023,August,20-07-2023 10:23,27.27277549,71.69511641,State Highway,Wet,Dusk,Foggy,Signs,45,Female,22 yr,Valid,137,Yes,Two-Wheeler,good,Serious
Jharkhand,West District-43,2023,June,12-03-2023 22:32,30.30071253,82.83694015,National Highway,Dry,Daylight,Clear,Signs,80,Male,27 yr,No license,42,Yes,Bus,bad,Minor
Punjab,West City-29,2022,July,08-01-2022 17:58,29.5067289,75.04650252,Village Road,Wet,Dawn,Rainy,Police Checkpost,51,Male,23 yr,Valid,124,Yes,Two-Wheeler,poor,Minor
Uttar Pradesh,East City-45,2018,November,20-08-2018 23:37,36.05491357,76.23737399,Urban Road,Wet,Dawn,Rainy,Police Checkpost,38,Female,8 months,Valid,128,Yes,Two-Wheeler,medium,Serious
Gujarat,Surat,2019,December,07-11-2019 16:56,22.16162929,72.91514537,National Highway,Wet,Dark,Stormy,Police Checkpost,57,Male,2 yr,Valid,31,No,Truck,bad,Minor
Madhya Pradesh,Bhopal,2020,September,26-08-2020 10:32,20.79035494,82.47240969,State Highway,Dry,Dark,Stormy,Signals,49,Male,4 months,Valid,47,No,Car,average,Minor
Karnataka,North Port-13,2021,January,28-03-2021 19:03,17.93868152,75.95600838,National Highway,Under Construction,Dark,Rainy,Signs,50,Male,6 months,Valid,118,No,Two-Wheeler,good,Fatal
Gujarat,Ahmedabad,2018,January,04-01-2018 14:20,23.19118143,73.01521486,National Highway,Wet,Dark,Hazy,Signals,28,Male,8 months,Valid,60,Yes,Two-Wheeler,average,Serious
Kerala,South Port-40,2019,June,29-08-2019 21:03,30.46296946,80.64146854,National Highway,Dry,Dark,Hazy,Signals,28,Male,16 yr,Expired,17,Yes,Car,average,Serious
Bihar,Gaya-7,2021,December,11-12-2021 17:16,23.0008619,78.95779331,Urban Road,Dry,Dark,Foggy,Signals,61,Female,1 yr,Valid,36,Yes,Car,average,Minor
Puducherry,South Port-28,2018,November,13-07-2018 22:19,26.14565798,92.76458184,State Highway,Dry,Dusk,Foggy,Signs,26,Female,28 yr,Valid,36,No,Pedestrian,medium,Serious
Odisha,Rourkela-20,2018,August,04-08-2018 12:17,23.04029567,78.98003827,Village Road,Damaged,Daylight,Clear,Signs,24,Male,11 yr,Valid,30,Yes,Bus,average,Minor
Karnataka,Belagavi-14,2021,March,26-03-2021 08:12,23.02207224,79.02702656,State Highway,Damaged,Daylight,Rainy,Police Checkpost,28,Male,6 yr,Valid,39,Yes,Pedestrian,medium,Fatal
Chandigarh,Chandigarh-37,2021,July,21-07-2021 03:29,22.98799683,79.02033723,Urban Road,Damaged,Daylight,Stormy,Signs,27,Male,1 months,Valid,106,Yes,Car,average,Fatal
Chhattisgarh,Durg-14,2018,December,01-12-2018 23:26,21.30388261,81.90504405,State Highway,Damaged,Dusk,Clear,Signals,39,Male,3 yr,Valid,37,Yes,Bus,poor,Minor
Maharashtra,Pune,2022,June,30-08-2022 06:55,16.2332624,73.63833324,Village Road,Dry,Dawn,Stormy,Signals,79,Male,8 months,Valid,120,No,Bus,good,Minor
Maharashtra,Aurangabad,2023,December,12-02-2023 05:17,19.98611178,78.74071254,Urban Road,Damaged,Dawn,Hazy,Signals,54,Female,3 yr,Valid,70,No,Cycle,bad,Fatal
Andhra Pradesh,Tirupati,2022,June,14-02-2022 23:33,19.11312617,82.22615534,Village Road,Dry,Daylight,Foggy,Signs,34,Female,13 yr,Expired,57,Yes,Truck,medium,Minor
Madhya Pradesh,Indore,2018,January,19-02-2018 01:22,20.80792694,80.01255212,State Highway,Under Construction,Dawn,Clear,Signs,54,Female,2 months,Valid,13,Yes,Pedestrian,average,Minor
Bihar,East District-38,2020,June,11-11-2020 08:26,30.1522344,72.39317218,State Highway,Dry,Dark,Foggy,Signs,66,Female,1 yr,Valid,44,No,Pedestrian,good,Serious
Gujarat,Bharuch,2022,October,04-06-2022 02:17,23.16551137,72.78112643,Urban Road,Dry,Daylight,Clear,Signs,31,Female,6 months,Valid,58,No,Two-Wheeler,good,Minor
Gujarat,Vadodara,2021,June,07-05-2021 07:13,24.17917341,68.29988062,National Highway,Dry,Daylight,Foggy,Signals,69,Male,23 yr,Expired,26,Yes,Truck,medium,Minor
Jharkhand,Central Town-44,2022,November,23-10-2022 23:24,33.86787657,75.56053792,Urban Road,Dry,Dawn,Hazy,Signals,32,Male,30 yr,Expired,55,No,Truck,average,Minor
Sikkim,Central Town-24,2022,February,26-01-2022 13:46,10.59788755,73.38538886,Urban Road,Dry,Dusk,Stormy,Signals,72,Male,11 months,Expired,126,Yes,Bus,medium,Minor
Nagaland,South Port-18,2021,January,18-01-2021 23:00,13.56361768,86.52953975,State Highway,Dry,Daylight,Foggy,Signs,61,Female,29 yr,Valid,15,Yes,Truck,good,Fatal
Maharashtra,Central City-50,2020,December,19-12-2020 21:18,18.04229527,72.81323368,Village Road,Dry,Dawn,Foggy,Signs,61,Male,1 yr,Expired,108,Yes,Truck,medium,Serious
Jammu and Kashmir,Baramulla-11,2023,February,06-02-2023 14:10,33.80965855,76.58900368,National Highway,Dry,Dark,Rainy,Signs,29,Male,4 yr,Valid,133,Yes,Car,poor,Minor
Punjab,Amritsar,2020,December,02-04-2020 14:59,30.93027378,75.8503043,National Highway,Damaged,Daylight,Hazy,Signs,80,Male,5 yr,Valid,46,No,Truck,bad,Serious
Bihar,Central Port-24,2021,October,06-07-2021 18:28,21.74614065,70.78245144,State Highway,Wet,Dusk,Rainy,Signs,66,Male,9 yr,Valid,33,Yes,Bus,medium,Minor
Madhya Pradesh,Sagar,2018,January,21-07-2018 04:38,20.1653298,79.80295449,Village Road,Wet,Dawn,Clear,Signs,51,Female,11 yr,Valid,102,Yes,Two-Wheeler,good,Serious
Maharashtra,Nagpur-5,2023,February,11-02-2023 07:08,22.97184983,78.97216663,Village Road,Wet,Dawn,Clear,Signals,69,Female,9 yr,No license,55,No,Bus,poor,Serious
Manipur,Imphal-47,2019,December,21-12-2019 12:15,22.97472714,78.96409203,Urban Road,Under Construction,Dusk,Hazy,Signs,64,Female,8 months,Valid,104,Yes,Truck,average,Minor
Haryana,Ambala-23,2023,April,01-04-2023 18:53,22.95694238,78.99910791,Urban Road,Under Construction,Dusk,Hazy,Police Checkpost,54,Female,8 months,Valid,108,Yes,Cycle,good,Fatal
Telangana,Hyderabad,2021,December,15-04-2021 03:43,16.28858182,79.13186174,State Highway,Wet,Dawn,Hazy,Signals,77,Male,5 months,Expired,125,No,Bus,average,Minor
Punjab,South Town-36,2022,March,04-06-2022 12:25,30.38334153,75.44552133,Village Road,Dry,Daylight,Clear,Signals,46,Female,4 months,Valid,76,Yes,Truck,average,Serious
Kerala,North Town-18,2022,August,17-12-2022 05:41,21.61807641,96.53496871,Urban Road,Dry,Daylight,Hazy,Signs,46,Female,2 months,Valid,137,Yes,Two-Wheeler,poor,Minor
Madhya Pradesh,Ujjain,2022,May,10-12-2022 05:19,26.38038876,82.12186967,State Highway,Wet,Dusk,Stormy,Signs,56,Female,12 yr,Valid,27,No,Two-Wheeler,poor,Minor
Rajasthan,Ajmer,2023,May,19-10-2023 01:02,33.46379291,71.38296957,Village Road,Under Construction,Dusk,Clear,Signs,78,Male,19 yr,Valid,34,Yes,Truck,medium,Minor
Puducherry,Central City-50,2023,April,12-07-2023 06:34,9.3752059,95.88374274,State Highway,Damaged,Dawn,Foggy,Police Checkpost,18,Male,3 months,Expired,63,Yes,Cycle,good,Fatal
Himachal Pradesh,South District-46,2019,December,17-10-2019 06:28,33.14662594,73.0796253,Urban Road,Wet,Daylight,Stormy,Signs,59,Male,6 months,Valid,67,Yes,Two-Wheeler,average,Serious
Tamil Nadu,Chennai,2021,June,19-06-2021 23:21,11.63594664,77.67332284,National Highway,Damaged,Daylight,Foggy,Police Checkpost,23,Male,14 yr,Valid,76,Yes,Bus,good,Minor
West Bengal,Kolkata-9,2020,November,13-11-2020 10:08,22.9531913,78.97348235,Urban Road,Dry,Daylight,Hazy,Signs,39,Male,12 yr,Valid,113,No,Pedestrian,average,Serious
