State Name,City Name,Year,Month,datetime,latitude,longitude,Road Type,Road Condition,Lighting Conditions,Weather Conditions,Traffic Control Presence,Driver Age,Driver Gender,driver_experience,Driver License Status,driver_speed_habit(km/h),Alcohol Involvement,Vehicle Type Involved,vehicle_condition,Accident Severity,hour,day_of_week,is_weekend,is_rush_hour,weather_score,road_type_score,road_cond_score,age_score,license_score,alcohol_flag,experience_score,vehicle_condition_score,driver_speed_score,State Name_enc,City Name_enc,Accident Severity_enc,Vehicle Type Involved_enc,Lighting Conditions_enc,Traffic Control Presence_enc,target
Rajasthan,Jodhpur,2021,October,2021-01-10 03:50:00,26.42342033,76.89649208,Urban Road,Damaged,Dark,Stormy,Police Checkpost,44,Female,6 months,Valid,71,Yes,Cycle,average,Minor,3,6,1,0,5,3,4,3,1.0,1,4,3,3,24,1847,1,3,0,0,0
Rajasthan,Jaipur,2022,November,2022-04-29 11:54:00,28.564941,69.39015301,State Highway,Dry,Dawn,Stormy,Signals,77,Male,9 yr,Valid,46,Yes,Pedestrian,poor,Fatal,11,4,0,0,5,4,1,5,1.0,1,1,5,2,24,1776,0,4,1,1,2
Madhya Pradesh,Jabalpur,2020,July,2020-12-24 02:20:00,21.61051706,76.48042077,Village Road,Dry,Dark,Foggy,Signs,50,Male,6 yr,Valid,108,Yes,Pedestrian,average,Minor,2,3,0,0,4,2,1,2,1.0,1,1,3,5,15,1759,1,4,0,2,0
Rajasthan,Jaipur,2020,July,2020-12-07 13:38:00,30.84768898,75.40104767,Village Road,Dry,Dark,Hazy,Police Checkpost,72,Male,28 yr,Valid,113,Yes,Two-Wheeler,average,Minor,13,0,0,0,2,2,1,1,1.0,1,1,3,5,24,1776,1,6,0,0,0
Odisha,Bhubaneswar-21,2021,July,2021-07-11 00:49:00,23.01857702,79.04388185,Urban Road,Under Construction,Dark,Hazy,Signs,59,Male,1 months,Expired,44,Yes,Bus,medium,Minor,0,6,1,0,2,3,5,2,2.0,1,5,3,2,21,476,1,1,0,2,0
Andhra Pradesh,Eluru,2020,October,2020-08-02 01:14:00,14.48592444,80.76447161,Urban Road,Dry,Daylight,Clear,Signals,42,Female,27 yr,Valid,110,Yes,Cycle,bad,Serious,1,6,1,0,1,3,1,3,1.0,1,1,5,5,0,1216,2,3,2,1,1
West Bengal,West District-3,2021,July,2021-03-25 14:21:00,11.17202336,90.25570428,National Highway,Dry,Dusk,Stormy,Police Checkpost,54,Male,1 months,Valid,140,Yes,Two-Wheeler,good,Serious,14,3,0,0,5,5,1,2,1.0,1,5,1,5,31,4097,2,6,3,0,1
Uttar Pradesh,Ghaziabad-9,2019,September,2019-09-11 16:27:00,26.89433705,80.99110507,State Highway,Wet,Dusk,Rainy,Signals,63,Female,2 yr,Valid,10,No,Two-Wheeler,average,Minor,16,2,0,0,4,4,3,2,1.0,0,2,3,1,29,1309,1,6,3,1,0
Delhi,Dwarka-20,2021,March,2021-03-12 05:26:00,23.03556389,78.97296153,Village Road,Wet,Dusk,Clear,Signals,54,Female,10 yr,Valid,14,No,Auto-Rickshaw,bad,Serious,5,4,0,0,1,2,3,2,1.0,0,1,5,1,6,992,2,0,3,1,1
Odisha,North City-44,2020,September,2020-03-25 04:14:00,25.68186593,80.66823686,Village Road,Damaged,Dawn,Rainy,Signs,18,Male,3 yr,Valid,112,Yes,Truck,bad,Minor,4,2,0,0,4,2,4,4,1.0,1,2,5,5,21,2736,1,5,1,2,0
Tamil Nadu,Madurai,2018,June,2018-08-23 22:14:00,12.73191488,79.34981161,National Highway,Wet,Dark,Rainy,Police Checkpost,74,Female,27 yr,Valid,36,No,Pedestrian,medium,Minor,22,3,0,0,4,5,3,1,1.0,0,1,3,1,26,2184,1,4,0,0,0
Goa,Panaji-92,2018,October,2018-10-14 18:09:00,23.00609762,78.95782384,Village Road,Dry,Dawn,Clear,Signals,26,Male,4 yr,Expired,146,No,Bus,average,Fatal,18,6,1,1,1,2,1,3,2.0,0,2,3,5,7,2999,0,1,1,1,2
Maharashtra,South Town-40,2020,September,2020-10-18 01:01:00,18.13363942,75.57494601,Urban Road,Damaged,Dawn,Hazy,Signs,79,Male,21 yr,Valid,24,No,Two-Wheeler,medium,Serious,1,6,1,0,2,3,4,5,1.0,0,1,3,1,16,3739,2,6,1,2,1
Tripura,East Port-29,2023,August,2023-03-19 07:30:00,12.15443628,77.6399473,National Highway,Under Construction,Dark,Stormy,Signals,78,Male,19 yr,Valid,99,Yes,Truck,average,Minor,7,6,1,1,5,5,5,5,1.0,1,1,3,4,28,1137,1,5,0,1,0
Haryana,Faridabad,2020,July,2020-04-07 04:00:00,28.7763364,76.43353222,State Highway,Wet,Dark,Stormy,Signs,37,Male,4 months,Valid,51,No,Pedestrian,medium,Minor,4,1,0,0,5,4,3,3,1.0,0,5,3,2,9,1217,1,4,0,2,0
Delhi,East District-10,2021,November,2021-03-23 19:07:00,36.7339972,76.03787646,Village Road,Dry,Dawn,Rainy,Signals,49,Female,24 yr,Valid,133,No,Bus,bad,Fatal,19,1,0,1,4,2,1,2,1.0,0,1,5,5,6,1067,0,1,1,1,2
Assam,Dibrugarh-19,2019,July,2019-07-11 06:28:00,22.95130185,79.04460791,Urban Road,Under Construction,Dawn,Clear,Signs,63,Male,5 yr,Valid,72,No,Truck,poor,Minor,6,3,0,0,1,3,5,2,1.0,0,1,5,3,2,928,1,5,1,2,0
Telangana,Warangal,2018,March,2018-10-12 10:37:00,15.72848719,81.65333794,National Highway,Wet,Dawn,Clear,Signals,33,Male,10 months,Valid,105,Yes,Bus,average,Serious,10,4,0,0,1,5,3,3,1.0,1,4,3,5,27,4024,2,1,1,1,1
Meghalaya,South Town-9,2020,July,2020-04-13 14:02:00,20.85541465,76.97963003,State Highway,Wet,Dawn,Foggy,Signs,31,Male,28 yr,Valid,61,Yes,Two-Wheeler,medium,Fatal,14,0,0,0,4,4,3,3,1.0,1,1,3,3,18,3754,0,6,1,2,2
Punjab,Amritsar,2022,November,2022-05-05 03:55:00,31.39433486,74.12747328,National Highway,Dry,Daylight,Rainy,Signals,60,Female,24 yr,No license,105,Yes,Two-Wheeler,average,Minor,3,3,0,0,4,5,1,2,3.0,1,1,3,5,23,257,1,6,2,1,0
Nagaland,Kohima-59,2020,June,2020-06-03 17:09:00,23.03506379,79.00827364,Urban Road,Dry,Daylight,Stormy,Police Checkpost,58,Female,11 yr,Valid,141,No,Cycle,good,Minor,17,2,0,1,5,3,1,2,1.0,0,1,1,5,20,2002,1,3,2,0,0
Kerala,Central District-40,2018,October,2018-11-04 22:03:00,20.60596835,94.8237901,National Highway,Wet,Daylight,Clear,Police Checkpost,28,Female,2 months,Valid,38,No,Bus,bad,Serious,22,6,1,0,1,5,3,3,1.0,0,5,5,1,14,604,2,1,2,0,1
Puducherry,North Town-28,2023,May,2023-03-29 05:16:00,20.7452306,92.52696414,State Highway,Dry,Dawn,Hazy,Police Checkpost,54,Male,10 months,Valid,45,Yes,Two-Wheeler,good,Minor,5,2,0,0,2,4,1,2,1.0,1,4,1,2,22,2868,1,6,1,0,0
Uttarakhand,East Port-42,2022,June,2022-06-08 08:49:00,21.81999487,70.7157852,National Highway,Dry,Dawn,Hazy,Police Checkpost,21,Female,9 yr,Valid,22,No,Bus,good,Minor,8,2,0,1,2,5,1,3,1.0,0,1,1,1,30,1152,1,1,1,0,0
Haryana,Faridabad,2020,April,2020-01-18 01:32:00,27.41540272,77.51968158,National Highway,Wet,Dark,Rainy,Signals,72,Female,9 months,Valid,80,No,Cycle,average,Serious,1,5,1,0,4,5,3,1,1.0,0,4,3,3,9,1217,2,3,0,1,1
Karnataka,Shimoga,2022,December,2022-08-18 10:25:00,16.77104089,77.38495881,National Highway,Dry,Dusk,Rainy,Signals,68,Male,2 months,Valid,95,Yes,Auto-Rickshaw,poor,Minor,10,3,0,0,4,5,1,1,1.0,1,5,5,4,13,3515,1,0,3,1,0
Karnataka,Shimoga,2021,March,2021-06-08 21:39:00,13.82299185,75.15164961,State Highway,Wet,Daylight,Hazy,Signs,42,Female,10 months,No license,37,No,Cycle,good,Minor,21,1,0,0,2,4,3,3,3.0,0,4,1,1,13,3515,1,3,2,2,0
Haryana,New City-38,2019,October,2019-03-21 17:59:00,27.77645745,77.23667472,Village Road,Wet,Dusk,Hazy,Signals,50,Male,4 months,Valid,75,Yes,Truck,poor,Fatal,17,3,0,1,2,2,3,2,1.0,1,5,5,3,9,2463,0,5,3,1,2
Punjab,Patiala,2019,April,2019-04-25 00:34:00,30.99862144,75.26498423,Urban Road,Wet,Daylight,Clear,Signs,76,Female,11 yr,No license,54,Yes,Cycle,poor,Minor,0,3,0,0,1,3,3,5,3.0,1,1,5,2,23,3030,1,3,2,2,0
Sikkim,South City-45,2020,February,2020-02-15 07:52:00,24.38167458,87.81395519,State Highway,Dry,Dark,Rainy,Police Checkpost,19,Male,2 yr,Expired,71,No,Bus,medium,Serious,7,5,1,1,4,4,1,4,2.0,0,2,3,3,25,3594,2,1,0,0,1
Karnataka,Belgaum,2018,August,2018-08-24 19:02:00,12.35146067,74.10659171,Village Road,Damaged,Dusk,Hazy,Signs,26,Male,3 months,Valid,143,No,Truck,good,Minor,19,4,0,1,2,2,4,3,1.0,0,5,1,5,13,389,1,5,3,2,0
Assam,West City-26,2021,November,2021-07-17 04:36:00,9.58513722,85.89076331,Urban Road,Dry,Dark,Rainy,Signs,50,Male,3 months,Valid,37,Yes,Auto-Rickshaw,good,Serious,4,5,1,0,4,3,1,2,1.0,1,5,1,1,2,4043,2,0,0,2,1
Gujarat,Central City-8,2022,December,2022-04-18 20:48:00,21.38864457,71.73813034,Village Road,Dry,Dawn,Foggy,Signs,39,Male,8 months,Valid,37,Yes,Car,average,Minor,20,0,0,0,4,2,1,3,1.0,1,4,3,1,8,569,1,2,1,2,0
Uttar Pradesh,Central Town-17,2021,November,2021-07-12 02:03:00,30.94916282,75.59576136,Village Road,Damaged,Dusk,Stormy,Police Checkpost,34,Male,6 yr,Valid,117,Yes,Two-Wheeler,average,Fatal,2,0,0,0,5,2,4,3,1.0,1,1,3,5,29,678,0,6,3,0,2
Andhra Pradesh,Hyderabad,2021,February,2021-06-19 17:17:00,15.94778936,82.79923343,Village Road,Dry,Daylight,Clear,Signals,75,Male,22 yr,No license,53,Yes,Cycle,poor,Minor,17,5,1,1,1,2,1,5,3.0,1,1,5,2,0,1484,1,3,2,1,0
Madhya Pradesh,Bhopal-8,2021,June,2021-06-19 10:57:00,23.00414349,78.96256494,State Highway,Damaged,Dawn,Foggy,Signals,24,Male,7 yr,Valid,93,Yes,Pedestrian,poor,Serious,10,5,1,0,4,4,4,3,1.0,1,1,5,4,15,461,2,4,1,1,1
Haryana,Faridabad-12,2020,April,2020-04-10 13:29:00,22.99011992,78.95865807,Urban Road,Dry,Dusk,Rainy,Signals,56,Female,3 months,Valid,39,Yes,Cycle,medium,Minor,13,4,0,0,4,3,1,2,1.0,1,5,3,1,9,1220,1,3,3,1,0
Haryana,Faridabad,2019,May,2019-10-16 08:22:00,29.34905237,77.01823008,State Highway,Wet,Daylight,Foggy,Signals,37,Male,28 yr,Valid,84,Yes,Two-Wheeler,average,Fatal,8,2,0,1,4,4,3,3,1.0,1,1,3,4,9,1217,0,6,2,1,2
Assam,New City-13,2021,December,2021-06-24 19:42:00,31.14077953,74.96475782,Urban Road,Wet,Dawn,Stormy,Signs,30,Male,10 months,Valid,137,No,Pedestrian,poor,Fatal,19,3,0,1,5,3,3,3,1.0,0,4,5,5,2,2436,0,4,1,2,2
Puducherry,Puducherry-43,2021,June,2021-06-10 03:26:00,22.96840587,79.00244208,Urban Road,Under Construction,Dark,Foggy,Signs,39,Male,10 yr,Expired,101,Yes,Bus,poor,Minor,3,3,0,0,4,3,5,3,2.0,1,1,5,5,22,3122,1,1,0,2,0
Madhya Pradesh,Gwalior,2021,January,2021-08-31 02:18:00,22.44028328,76.10534867,State Highway,Dry,Dusk,Stormy,Police Checkpost,41,Male,1 yr,Valid,138,Yes,Two-Wheeler,good,Minor,2,1,0,0,5,4,1,3,1.0,1,3,1,5,15,1376,1,6,3,0,0
Gujarat,Junagadh,2021,August,2021-10-12 08:53:00,23.7618564,74.29535644,Urban Road,Damaged,Dark,Clear,Signs,23,Female,10 months,Expired,130,Yes,Bus,good,Minor,8,1,0,1,1,3,4,3,2.0,1,4,1,5,8,1904,1,1,0,2,0
Andhra Pradesh,Visakhapatnam,2018,March,2018-09-30 18:54:00,15.77288238,84.61361757,State Highway,Wet,Dawn,Hazy,Police Checkpost,57,Male,4 months,Valid,36,Yes,Cycle,good,Minor,18,6,1,1,2,4,3,2,1.0,1,5,1,1,0,4006,1,3,1,0,0
Odisha,Cuttack-9,2022,March,2022-03-20 17:14:00,22.99075118,78.98309075,Urban Road,Damaged,Dawn,Hazy,Police Checkpost,56,Female,3 yr,Valid,130,Yes,Car,good,Serious,17,6,1,1,2,3,4,2,1.0,1,2,1,5,21,854,2,2,1,0,1
Andhra Pradesh,Guntur-17,2019,July,2019-07-28 15:47:00,22.99839304,79.04577579,National Highway,Dry,Dusk,Hazy,Signals,47,Female,1 yr,Valid,125,No,Auto-Rickshaw,medium,Serious,15,6,1,0,2,5,1,2,1.0,0,3,3,5,0,1318,2,0,3,1,1
Tripura,Agartala-69,2018,March,2018-03-21 22:38:00,23.00665639,79.03860092,State Highway,Damaged,Dark,Rainy,Signs,41,Male,15 yr,Expired,12,Yes,Pedestrian,good,Serious,22,2,0,0,4,4,4,3,2.0,1,1,1,1,28,65,2,4,0,2,1
Karnataka,South District-9,2020,April,2020-02-05 01:51:00,14.01629004,76.74115924,National Highway,Wet,Dusk,Foggy,Signs,48,Male,20 yr,No license,112,Yes,Bus,poor,Fatal,1,2,0,0,4,5,3,2,3.0,1,1,5,5,13,3654,0,1,3,2,2
Madhya Pradesh,Ujjain,2023,December,2023-06-10 08:49:00,23.80526583,75.57155839,Village Road,Dry,Dusk,Rainy,Police Checkpost,34,Female,12 yr,Valid,146,Yes,Pedestrian,poor,Serious,8,5,1,1,4,2,1,3,1.0,1,1,5,5,15,3928,2,4,3,0,1
Haryana,New Port-49,2022,November,2022-03-06 22:35:00,29.3354288,76.84432252,State Highway,Wet,Dawn,Stormy,Signs,43,Male,10 yr,Valid,71,Yes,Pedestrian,medium,Serious,22,6,1,0,5,4,3,3,1.0,1,1,3,3,9,2610,2,4,1,2,1
Andhra Pradesh,Hyderabad,2019,July,2019-03-20 10:30:00,14.73644638,78.40081854,State Highway,Wet,Dark,Clear,Police Checkpost,48,Female,5 months,Valid,60,Yes,Two-Wheeler,medium,Serious,10,2,0,0,1,4,3,2,1.0,1,5,3,2,0,1484,2,6,0,0,1
Arunachal Pradesh,Central Town-27,2021,September,2021-04-11 10:12:00,34.8364914,76.14216747,Urban Road,Dry,Dawn,Hazy,Police Checkpost,47,Female,7 yr,No license,68,Yes,Auto-Rickshaw,medium,Minor,10,6,1,0,2,3,1,2,3.0,1,1,3,3,1,689,1,0,1,0,0
Maharashtra,Thane-9,2022,June,2022-06-18 04:07:00,23.00291921,79.00835893,Urban Road,Under Construction,Dusk,Hazy,Signs,29,Female,12 yr,Valid,127,No,Car,bad,Serious,4,5,1,0,2,3,5,3,1.0,0,1,5,5,16,3812,2,2,3,2,1
Uttarakhand,New District-16,2022,December,2022-01-10 15:54:00,16.94726301,94.78549968,State Highway,Dry,Dark,Foggy,Police Checkpost,50,Female,6 months,Valid,105,No,Cycle,bad,Serious,15,0,0,0,4,4,1,2,1.0,0,4,5,5,30,2525,2,3,0,0,1
Haryana,Faridabad-2,2022,February,2022-02-03 14:54:00,23.04249327,79.01334806,Village Road,Damaged,Dark,Clear,Signals,25,Male,11 yr,Valid,122,Yes,Cycle,bad,Minor,14,3,0,0,1,2,4,3,1.0,1,1,5,5,9,1228,1,3,0,1,0
Chandigarh,Central Port-17,2022,March,2022-02-06 15:05:00,11.09023112,92.6471545,Urban Road,Wet,Dusk,Foggy,Police Checkpost,68,Male,13 yr,Expired,71,No,Cycle,average,Minor,15,6,1,0,4,3,3,1,2.0,0,1,3,3,4,628,1,3,3,0,0
Meghalaya,North Town-5,2021,January,2021-02-24 01:35:00,22.32840122,86.96372905,Urban Road,Wet,Dark,Hazy,Police Checkpost,76,Female,10 yr,Valid,61,Yes,Car,poor,Fatal,1,2,0,0,2,3,3,5,1.0,1,1,5,3,18,2892,0,2,0,0,2
Himachal Pradesh,South City-35,2018,September,2018-05-20 09:02:00,11.38178531,74.11014542,Urban Road,Dry,Dusk,Foggy,Police Checkpost,45,Male,25 yr,Valid,21,Yes,Cycle,average,Fatal,9,6,1,1,4,3,1,2,1.0,1,1,3,1,10,3583,0,3,3,0,2
Odisha,Central Port-26,2021,September,2021-10-18 06:49:00,25.74242229,88.2527258,State Highway,Damaged,Daylight,Clear,Signs,71,Male,28 yr,Valid,48,No,Two-Wheeler,good,Fatal,6,0,0,0,1,4,4,1,1.0,0,1,1,2,21,638,0,6,2,2,2
Bihar,Gaya,2023,March,2023-03-26 03:27:00,22.98613061,79.0435154,Village Road,Dry,Dusk,Hazy,Signals,63,Female,3 months,Expired,139,No,Bus,poor,Minor,3,6,1,0,2,2,1,2,2.0,0,5,5,5,3,1288,1,1,3,1,0
Karnataka,Hubli,2020,June,2020-03-07 07:33:00,18.42681168,75.28957744,State Highway,Wet,Daylight,Hazy,Police Checkpost,28,Male,11 months,Valid,140,No,Truck,medium,Minor,7,5,1,1,2,4,3,3,1.0,0,4,3,5,13,1483,1,5,2,0,0
Goa,Panaji-89,2022,April,2022-04-09 09:45:00,23.04295768,79.03837663,National Highway,Under Construction,Dawn,Rainy,Signals,31,Female,11 yr,Valid,122,Yes,Two-Wheeler,average,Serious,9,5,1,1,4,5,5,3,1.0,1,1,3,5,7,2995,2,6,1,1,1
Punjab,Ludhiana,2020,March,2020-10-07 21:21:00,32.08875895,76.08077228,Urban Road,Dry,Dark,Clear,Signals,60,Male,2 months,Valid,110,Yes,Car,medium,Fatal,21,2,0,0,1,3,1,2,1.0,1,5,3,5,23,2161,0,2,0,1,2
Jharkhand,South Town-13,2018,September,2018-10-13 12:02:00,20.51941352,74.2591676,Village Road,Wet,Dusk,Rainy,Signs,47,Male,29 yr,Valid,122,No,Truck,average,Serious,12,5,1,0,4,2,3,2,1.0,0,1,3,5,12,3709,2,5,3,2,1
Jammu and Kashmir,Central District-32,2022,June,2022-03-11 15:27:00,24.17890347,86.46623556,State Highway,Wet,Daylight,Clear,Police Checkpost,54,Male,15 yr,Expired,90,Yes,Cycle,bad,Fatal,15,4,0,0,1,4,3,2,2.0,1,1,5,4,11,596,0,3,2,0,2
Bihar,East Town-11,2019,May,2019-09-29 01:56:00,30.05602655,68.14191166,Urban Road,Dry,Daylight,Stormy,Police Checkpost,75,Male,23 yr,Expired,122,No,Cycle,good,Fatal,1,6,1,0,5,3,1,5,2.0,0,1,1,5,3,1168,0,3,2,0,2
Karnataka,Hubli,2022,September,2022-07-08 14:31:00,13.9640135,75.54050458,National Highway,Dry,Dawn,Clear,Signals,30,Male,7 months,Expired,11,Yes,Two-Wheeler,average,Minor,14,4,0,0,1,5,1,3,2.0,1,4,3,1,13,1483,1,6,1,1,0
Maharashtra,Solapur,2018,March,2018-06-05 11:36:00,18.68754072,77.09559839,National Highway,Dry,Dawn,Rainy,Signals,47,Female,28 yr,No license,139,Yes,Bus,medium,Serious,11,1,0,0,4,5,1,2,3.0,1,1,3,5,16,3554,2,1,1,1,1
Himachal Pradesh,New District-22,2021,July,2021-12-27 16:07:00,33.0880956,80.65754409,State Highway,Dry,Dawn,Hazy,Signals,55,Female,7 months,Expired,63,Yes,Pedestrian,bad,Minor,16,0,0,0,2,4,1,2,2.0,1,4,5,3,10,2532,1,4,1,1,0
Manipur,Imphal-26,2018,October,2018-10-13 22:50:00,23.03933395,78.97798412,State Highway,Dry,Dusk,Clear,Signs,23,Male,14 yr,Expired,96,Yes,Auto-Rickshaw,bad,Minor,22,5,1,0,1,4,1,3,2.0,1,1,5,4,17,1594,1,0,3,2,0
Himachal Pradesh,Manali-7,2023,December,2023-12-06 02:42:00,31.12749283,77.1337402,National Highway,Under Construction,Daylight,Clear,Signs,24,Female,7 yr,Expired,138,Yes,Auto-Rickshaw,average,Fatal,2,2,0,0,1,5,5,3,2.0,1,1,3,5,10,2235,0,0,2,2,2
Rajasthan,West Town-44,2021,May,2021-12-01 11:56:00,28.822583,68.84900253,Urban Road,Damaged,Dusk,Rainy,Signs,47,Male,1 yr,Valid,135,Yes,Bus,average,Minor,11,2,0,0,4,3,4,2,1.0,1,3,3,5,24,4211,1,1,3,2,0
Karnataka,Hassan,2021,May,2021-07-14 12:46:00,17.66808507,76.46943751,Urban Road,Under Construction,Dark,Clear,Signs,50,Female,9 months,Valid,139,Yes,Two-Wheeler,medium,Minor,12,2,0,0,1,3,5,2,1.0,1,4,3,5,13,1446,1,6,0,2,0
Delhi,Dwarka-27,2022,June,2022-06-04 05:00:00,23.01773921,79.02536095,National Highway,Wet,Dark,Clear,Signals,32,Female,4 yr,No license,62,No,Auto-Rickshaw,good,Serious,5,5,1,0,1,5,3,3,3.0,0,2,1,3,6,999,2,0,0,1,1
Manipur,Imphal-50,2021,April,2021-04-02 05:32:00,22.9763086,78.97208352,Urban Road,Dry,Daylight,Rainy,Signals,35,Female,7 months,Expired,77,No,Car,bad,Minor,5,4,0,0,4,3,1,3,2.0,0,4,5,3,17,1621,1,2,2,1,0
Tamil Nadu,Vellore,2021,July,2021-10-07 11:47:00,9.78179404,78.93669392,Village Road,Dry,Dawn,Hazy,Police Checkpost,80,Male,1 months,Valid,132,No,Truck,average,Minor,11,3,0,0,2,2,1,5,1.0,0,5,3,5,26,3974,1,5,1,0,0
Jharkhand,Ranchi-27,2019,March,2019-03-28 17:16:00,23.02903479,79.03050486,Village Road,Under Construction,Daylight,Stormy,Signs,36,Female,13 yr,Expired,47,No,Pedestrian,good,Fatal,17,3,0,1,5,2,5,3,2.0,0,1,1,2,12,3292,0,4,2,2,2
Tamil Nadu,Central Port-14,2018,March,2018-12-12 07:30:00,11.82074191,79.29673815,Village Road,Dry,Dusk,Rainy,Signals,46,Male,2 yr,Valid,33,No,Bus,good,Minor,7,2,0,1,4,2,1,2,1.0,0,2,1,1,26,625,1,1,3,1,0
Mizoram,West Port-9,2023,September,2023-07-27 03:05:00,21.10918428,90.90988828,Village Road,Dry,Dawn,Stormy,Police Checkpost,72,Female,12 yr,Valid,78,Yes,Pedestrian,medium,Minor,3,3,0,0,5,2,1,1,1.0,1,1,3,3,19,4173,1,4,1,0,0
Himachal Pradesh,South City-43,2020,April,2020-03-23 10:44:00,32.86049991,87.91272838,National Highway,Wet,Dark,Stormy,Signs,75,Male,7 months,Expired,125,Yes,Cycle,medium,Minor,10,0,0,0,5,5,3,5,2.0,1,4,3,5,10,3592,1,3,0,2,0
Rajasthan,Alwar,2018,April,2018-09-25 16:56:00,30.46277417,74.21134352,National Highway,Dry,Dusk,Stormy,Signs,72,Male,17 yr,Valid,107,Yes,Bus,medium,Minor,16,1,0,0,5,5,1,1,1.0,1,1,3,5,24,222,1,1,3,2,0
Maharashtra,New Town-19,2020,November,2020-01-22 15:54:00,18.68193189,79.34065259,Village Road,Under Construction,Daylight,Stormy,Police Checkpost,57,Female,8 months,Valid,148,Yes,Pedestrian,medium,Fatal,15,2,0,0,5,2,5,2,1.0,1,4,3,5,16,2627,0,4,2,0,2
Haryana,Panipat,2022,July,2022-08-21 02:34:00,28.59246522,76.40615556,Village Road,Wet,Dark,Clear,Signs,27,Male,26 yr,Valid,106,Yes,Cycle,poor,Minor,2,6,1,0,1,2,3,3,1.0,1,1,5,5,9,3007,1,3,0,2,0
Sikkim,Namchi-27,2022,May,2022-05-19 16:19:00,27.56563162,88.46682565,State Highway,Damaged,Dusk,Hazy,Signs,39,Female,3 yr,Expired,133,Yes,Two-Wheeler,average,Fatal,16,3,0,0,2,4,4,3,2.0,1,2,3,5,25,2396,0,6,3,2,2
Tamil Nadu,New District-14,2023,June,2023-05-10 23:14:00,12.52266513,79.24410567,State Highway,Wet,Daylight,Stormy,Signals,71,Female,8 months,Valid,79,No,Truck,poor,Minor,23,2,0,0,5,4,3,1,1.0,0,4,5,3,26,2523,1,5,2,1,0
Haryana,Gurugram-11,2022,June,2022-06-16 19:09:00,22.99812615,79.02853337,Urban Road,Damaged,Dusk,Hazy,Signs,20,Male,1 yr,No license,102,Yes,Pedestrian,average,Minor,19,3,0,1,2,3,4,4,3.0,1,3,3,5,9,1331,1,4,3,2,0
Haryana,South Port-18,2021,May,2021-09-11 05:59:00,27.62656832,77.1303656,State Highway,Wet,Dusk,Foggy,Police Checkpost,49,Male,4 months,Expired,12,No,Two-Wheeler,bad,Fatal,5,5,1,0,4,4,3,2,2.0,0,5,5,1,9,3664,0,6,3,0,2
Rajasthan,Ajmer,2020,October,2020-04-05 09:39:00,29.28506474,72.8815501,State Highway,Dry,Daylight,Foggy,Signals,73,Male,18 yr,Valid,99,Yes,Bus,bad,Minor,9,6,1,1,4,4,1,1,1.0,1,1,5,4,24,201,1,1,2,1,0
Telangana,Hyderabad,2023,January,2023-10-16 22:43:00,18.25958719,80.47726847,Urban Road,Dry,Daylight,Rainy,Signals,44,Female,9 yr,Valid,105,No,Cycle,average,Minor,22,0,0,0,4,3,1,3,1.0,0,1,3,5,27,1484,1,3,2,1,0
Rajasthan,South Town-35,2021,July,2021-12-13 03:03:00,30.26650485,72.18993631,Urban Road,Wet,Dark,Stormy,Signals,52,Male,2 months,Valid,61,No,Bus,medium,Serious,3,0,0,0,5,3,3,2,1.0,0,5,3,3,24,3733,2,1,0,1,1
Maharashtra,Thane-4,2021,December,2021-12-13 07:21:00,22.96982865,79.01483735,National Highway,Wet,Dusk,Rainy,Signs,39,Female,4 months,Expired,137,Yes,Truck,medium,Fatal,7,0,0,1,4,5,3,3,2.0,1,5,3,5,16,3807,0,5,3,2,2
Telangana,Khammam,2018,March,2018-10-16 10:32:00,15.72695465,79.09274929,Village Road,Wet,Dusk,Clear,Police Checkpost,64,Female,23 yr,No license,48,Yes,Car,bad,Minor,10,1,0,0,1,2,3,2,3.0,1,1,5,2,27,1919,1,2,3,0,0
Arunachal Pradesh,West Port-6,2018,April,2018-01-27 07:47:00,31.76674029,73.44598362,Urban Road,Wet,Dark,Hazy,Signs,22,Male,9 months,Valid,91,No,Bus,good,Fatal,7,5,1,1,2,3,3,3,1.0,0,4,1,4,1,4171,0,1,0,2,2
Karnataka,Hubli,2021,September,2021-12-19 16:06:00,12.48901216,77.81553908,State Highway,Dry,Daylight,Hazy,Signs,23,Female,2 months,Valid,113,No,Bus,average,Fatal,16,6,1,0,2,4,1,3,1.0,0,5,3,5,13,1483,0,1,2,2,2
Punjab,North Town-33,2021,February,2021-06-20 01:30:00,32.38517189,75.3983632,National Highway,Under Construction,Dark,Stormy,Signals,69,Male,6 yr,Valid,138,Yes,Bus,medium,Serious,1,6,1,0,5,5,5,1,1.0,1,1,3,5,23,2874,2,1,0,1,1
Telangana,Warangal,2018,February,2018-12-20 07:17:00,18.62067045,80.8712249,Urban Road,Dry,Dark,Rainy,Signs,64,Male,10 months,Valid,20,Yes,Bus,average,Fatal,7,3,0,1,4,3,1,2,1.0,1,4,3,1,27,4024,0,1,0,2,2
Andhra Pradesh,Kakinada,2021,July,2021-03-30 05:24:00,17.81776008,84.15330955,State Highway,Damaged,Dark,Clear,Signs,50,Male,4 yr,Valid,51,Yes,Cycle,bad,Minor,5,1,0,0,1,4,4,2,1.0,1,2,5,2,0,1905,1,3,0,2,0
